34,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
125975,9.0,83.0,202.0,516.0,4044.0,1181916559.0,1271121351.0,1340081733.0,1409531562.0,1434295171.0,12.0,161.0,326.0,1257.0,2745.0,22.0,2957.0,8460.0,14355.0,185487.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,9.0,12.0,49.0,33,6.78947368421,12.2142857143,117
171273,14.0,1373.0,3665.0,3750.0,3859.0,1219442936.0,1233713657.0,1236190744.0,1245582575.0,1405881395.0,120.0,605.0,917.0,2000.0,3646.0,149.0,6696.0,8317.0,27392.0,168743.0,0.0,0.0,0.0,0.0,106.5,0.0,1.0,41.0,48.0,58.0,5,29.6,0.0,60
74264,64.0,211.75,658.0,1605.5,11223.0,1229455308.0,1244576502.25,1276431235.0,1311877506.0,1389464914.0,74.0,351.5,643.5,1002.25,1992.0,249.0,1471.25,4417.5,34400.0,113937.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.5,29.75,57.0,10,16.0,32.3333333333,76
260948,23.0,311.25,551.5,1366.0,10700.0,1216560910.0,1262725822.0,1312977369.5,1343636322.25,1431982669.0,17.0,173.25,654.0,1571.25,8684.0,179.0,10556.75,21683.5,54878.75,423005.0,0.0,0.0,0.0,0.0,88.0,0.0,3.5,9.0,17.5,64.0,18,20.8571428571,13.1818181818,70
317891,155.0,386.0,972.0,1287.0,1714.0,1248979426.0,1305824336.0,1317635632.0,1321330839.0,1359475114.0,300.0,563.0,1039.0,1327.0,2001.0,5738.0,6744.0,12058.0,28707.0,106846.0,0.0,0.0,0.0,0.0,134.5,0.0,14.0,16.0,26.0,131.0,5,14.0,131.0,77
208344,441.0,522.5,604.0,3920378.0,7840152.0,1174412765.0,1219591443.0,1264770121.0,1271943231.5,1279116342.0,443.0,707.5,972.0,1006.5,1041.0,4409.0,11063.0,17717.0,71037.0,124357.0,0.0,0.0,0.0,36.25,72.5,0.0,18.5,37.0,135.0,233.0,3,0.0,135.0,87
161870,13.0,93.75,166.0,399.5,7566.0,1276597983.0,1289762458.5,1337130516.0,1374709667.25,1434521436.0,85.0,224.0,267.0,562.25,1073.0,12.0,4122.0,30393.0,81205.75,145081.0,0.0,0.0,0.0,0.0,269.5,0.0,5.0,18.5,41.75,97.0,10,22.8333333333,36.25,63
45704,13.0,202.0,908.5,21604.25,81761.0,1312258650.0,1333267870.5,1360155132.0,1380562974.5,1382133938.0,33.0,592.5,851.0,940.75,994.0,370.0,460.75,677.0,1475.5,3313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,42.5,114.75,207.0,4,42.0,104.0,65
284716,5.0,108.25,292.5,547.5,4352.0,1229706403.0,1302274291.5,1346741128.0,1360667035.0,1425180970.0,100.0,359.0,690.5,1751.0,3891.0,277.0,788.25,1530.0,6520.5,222705.0,0.0,0.0,0.0,0.0,95.5,0.0,5.25,20.0,25.75,35.0,18,15.875,17.3,115
